nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_3_e,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dlv_p,o_dlv_e,o_hops,legs
893,208,1512,1151,300,595,609,820,729,815,0,0,0,0,0,0,0,0,0,4751,903,49,240,1030,815,215,136,774,6810,84,1,2
894,3745,257,136,270,350,349,1100,1015,597,0,0,0,0,0,0,0,0,0,12031,263,192,250,276,597,915,953,349,550,1457,1,1
895,4927,158,40,150,203,431,795,485,815,1141,1119,150,111,614,1001,340,240,0,3536,180,175,135,79,815,280,126,485,5160,283,1,1
896,12016,333,98,640,815,411,830,820,349,690,227,360,800,700,1951,1491,420,0,4832,2854,1002,420,2228,349,691,659,136,609,4896,1,3
897,11009,17,27,150,80,281,410,188,815,2132,2063,180,195,206,0,0,0,0,4300,852,101,240,934,815,535,264,243,2880,11510,1,3
898,6017,1499,431,150,1191,413,700,691,128,1528,1406,150,237,413,434,410,150,0,201,146,56,300,337,667,835,333,555,1440,4336,1,2
899,513,820,210,150,705,391,100,147,128,1416,229,240,1377,815,913,283,150,0,997,2052,768,180,1404,671,915,827,571,360,539,2,3
900,5145,1574,1630,420,334,349,1069,840,456,460,125,270,967,349,0,0,0,0,14574,3357,127,240,3722,456,1195,889,349,918,754,1,3
901,1279,210,274,240,106,610,840,543,281,1758,1517,150,363,809,0,0,0,0,10114,674,333,90,421,281,1365,1077,700,3780,100,2,2
902,816,130,0,300,379,308,830,743,690,12705,11565,180,1270,304,0,0,0,0,12788,1765,1696,300,326,690,975,683,809,3720,2411,1,2
903,10256,149,149,240,193,798,740,639,815,0,0,0,0,0,0,0,0,0,4067,1292,36,240,1437,815,195,181,233,5220,922,2,2
904,1385,20219,19272,90,974,815,1220,1026,700,1208,170,90,1072,815,13664,13271,90,0,6403,1365,644,90,776,700,800,396,671,3780,1668,1,1
905,6788,472,162,90,337,485,1240,875,700,0,0,0,0,0,0,0,0,0,8794,2249,1832,90,451,700,1285,954,256,3780,1667,1,3
906,14291,1205,570,90,663,700,535,152,468,1049,299,90,781,700,561,199,420,0,9469,263,334,180,54,468,965,1140,349,385,820,1,1
907,1028,1947,1898,240,1420,485,1140,1473,256,692,80,150,726,571,0,0,0,0,12098,938,584,180,474,671,930,949,349,550,5145,1,3
908,5032,1104,149,180,1075,597,1050,996,815,872,738,240,323,256,0,0,0,0,4252,179,24,135,243,815,280,139,485,5160,831,1,2
909,13260,435,164,185,396,609,525,546,281,340,183,150,147,556,0,0,0,0,9969,951,163,240,964,281,295,154,815,5460,9141,1,2
910,949,1030,612,180,595,671,910,914,349,0,0,0,0,0,0,0,0,0,3770,733,61,270,1057,349,1042,1005,671,333,70,2,2
911,4984,561,94,180,590,216,735,460,815,123,81,150,129,614,0,0,0,0,11052,833,89,240,924,815,540,493,243,2880,27012,1,1
912,8996,4590,2428,90,2247,441,725,705,579,4590,2442,90,2233,441,0,0,0,0,2870,271,66,90,431,579,1005,566,128,3780,227,1,2
913,12129,4499,3221,90,1310,128,1430,1246,700,1041,614,90,470,128,1229,989,90,0,11317,4875,4128,90,807,700,920,555,538,3780,573,1,2
914,1371,38053,34381,90,3702,815,1220,916,700,0,0,0,0,0,0,0,0,0,2081,1788,1551,90,265,700,805,562,206,3780,4860,1,3
915,9946,955,248,300,973,628,910,655,128,180,162,300,275,308,169,86,300,0,13266,4665,4413,90,247,485,1655,1403,700,3780,1139,1,1
916,2720,1900,1549,90,378,485,1240,978,700,1820,185,90,1775,431,1878,1222,90,0,2199,1154,309,90,918,700,1750,1545,281,3780,334,1,3
917,2550,164,74,135,202,815,390,584,770,0,0,0,0,0,0,0,0,0,5285,85,53,150,134,770,110,114,128,4230,2291,1,3
918,183,1577,1640,300,177,431,775,607,815,0,0,0,0,0,0,0,0,0,9284,5397,4045,90,1382,815,1220,931,700,3780,0,2,1
919,454,2383,1529,240,1041,789,1040,935,128,2567,1399,180,1323,628,0,0,0,0,1414,791,263,150,632,571,140,179,128,4110,1094,1,1
920,7234,2999,421,240,2758,233,385,150,398,189,174,180,153,770,0,0,0,0,14323,3812,3077,150,833,398,180,198,128,4230,481,2,2
921,12282,590,157,180,553,515,700,737,815,1482,107,240,1679,798,0,0,0,0,7251,878,935,240,123,233,380,144,398,9700,3374,2,2
922,5065,535,299,420,613,349,1069,1052,456,438,144,420,654,349,113,43,240,0,2700,6665,5823,240,1040,456,1030,793,128,3960,143,1,2
923,14179,2329,1915,90,443,299,820,542,700,1040,682,420,727,349,0,0,0,0,86,1610,1240,300,691,671,1045,1148,609,1140,999,2,3
924,5179,3043,1344,90,1749,349,1340,1038,700,0,0,0,0,0,0,0,0,0,12010,4901,4528,90,398,113,1105,780,700,3780,170,1,2
925,10910,195,206,240,176,815,285,202,485,103,31,135,166,815,80,69,135,0,13505,10734,9821,90,940,485,1250,965,700,3780,1266,1,1
926,566,940,136,150,888,610,170,456,128,794,354,150,541,610,299,154,90,0,10340,10119,8697,90,1452,128,1255,878,187,3780,19152,2,3
927,11668,644,84,150,671,485,400,186,815,255,155,150,190,431,0,0,0,0,10781,1217,59,240,1360,815,345,254,112,5220,9736,1,3
928,330,377,105,180,392,555,855,749,815,621,83,150,631,174,0,0,0,0,9788,673,99,240,759,815,300,255,527,5100,521,1,2
929,12255,647,399,180,368,671,765,794,349,207,95,180,264,485,0,0,0,0,9682,1310,424,510,1336,349,925,331,628,350,8838,1,2
930,7241,683,443,330,660,349,947,775,671,861,441,150,522,571,0,0,0,0,952,2332,1803,180,666,671,900,889,349,550,3465,1,2
931,12735,5763,4947,90,841,128,1480,1259,700,1452,810,90,688,700,0,0,0,0,732,1560,1190,300,632,671,1045,939,609,1140,175,1,2
932,7517,1695,531,300,1422,308,825,738,690,0,0,0,0,0,0,0,0,0,1815,2855,2750,395,444,690,745,644,555,1560,3327,1,2
933,8952,107,46,240,418,128,970,711,456,1652,420,240,1437,128,0,0,0,0,9648,3725,2941,240,974,456,1015,1642,128,4020,154,1,1
934,8988,878,173,180,854,149,1050,1217,431,2280,1851,300,681,256,0,0,0,0,7395,3134,2988,300,425,431,2071,497,256,2625,1596,2,2
935,6575,917,317,150,712,571,410,214,128,0,0,0,0,0,0,0,0,0,4459,3480,3327,90,193,671,800,444,700,3780,2435,1,2
936,4933,112,0,300,344,609,820,578,815,1094,193,180,1021,597,2489,185,180,0,6001,225,108,120,177,228,120,141,815,5100,159,2,1
937,1604,1398,281,90,1147,815,1210,979,700,7407,5982,90,1496,233,0,0,0,0,9277,2816,2288,90,560,700,765,422,753,3780,1234,2,3
938,9385,182,160,150,117,614,455,190,815,116,38,150,168,614,1114,247,180,0,10012,187,150,135,149,815,290,365,485,5160,17,1,2
939,1927,2734,2533,90,245,113,1130,730,700,1441,381,90,1123,281,354,167,90,0,3513,2202,1685,90,562,700,1240,1023,281,3780,2748,1,3
940,6757,959,716,240,457,128,1245,1166,441,5945,5708,120,327,236,0,0,0,0,13294,662,322,240,550,441,970,884,128,3960,78786,1,3
941,3232,42824,42374,270,691,349,878,773,441,4132,3160,1140,2068,341,1274,648,240,0,13345,1848,1633,240,410,441,970,761,128,4020,4325,2,2
942,5137,3041,2842,420,577,349,1079,839,456,3416,2931,420,853,349,434,287,420,0,301,5468,4561,150,1001,456,1030,800,128,4230,317,2,3
943,13543,1529,279,240,1440,398,765,524,413,2425,40,165,2505,128,0,0,0,0,7161,1667,655,150,1127,413,700,739,128,4230,4039,2,3
944,13937,1423,1083,90,378,206,805,472,700,1806,521,90,1310,411,5866,1690,90,0,2004,1076,976,90,124,113,1130,732,700,3780,618,2,2
945,9990,238,151,150,169,281,410,141,815,83,31,150,142,485,0,0,0,0,9822,659,62,240,779,815,385,275,524,5460,217,1,3
946,9426,180,116,150,151,614,455,198,815,0,0,0,0,0,0,0,0,0,4761,43,35,135,93,815,295,195,485,5160,100,1,2
947,844,410,385,180,145,184,1590,1150,349,0,0,0,0,0,0,0,0,0,807,2279,2061,90,267,671,795,468,700,3780,814,1,1
948,13351,2138,1795,240,537,441,970,824,128,2064,1886,300,438,700,0,0,0,0,1136,747,175,240,763,770,385,133,128,3960,3933,2,1
949,6907,1197,486,240,904,128,1045,811,700,0,0,0,0,0,0,0,0,0,9248,2181,1483,90,767,700,1440,1227,485,3780,1085,2,2
950,932,187,87,240,422,476,985,789,815,45,60,180,160,243,1770,208,240,0,11834,35758,33546,90,2242,815,1210,997,700,3780,1277,1,1
951,6917,862,22,240,1037,128,970,737,456,328,268,270,143,398,1798,1773,420,0,2693,1094,361,240,940,456,1030,1436,128,3960,855,2,3
952,12109,507,298,1105,1217,815,880,926,815,0,0,0,0,0,0,0,0,0,10557,191,84,240,289,815,285,170,485,5160,1630,1,3
953,8567,1642,1154,240,693,431,740,1415,128,0,0,0,0,0,0,0,0,0,11574,162,127,150,142,128,765,633,610,3600,0,1,1
954,12750,196,201,150,90,166,140,146,128,2130,1628,90,542,700,0,0,0,0,9995,479,142,180,465,411,885,1114,317,660,537,1,1
955,12344,854,223,210,781,233,1000,941,815,20,39,150,71,281,0,0,0,0,10634,1391,216,240,1358,815,260,199,710,5340,1472,1,2
956,84,1453,1037,300,648,609,825,760,815,355,0,300,579,609,0,0,0,0,8306,244,48,165,348,815,910,626,413,3960,246,1,2
957,4503,3822,3693,90,159,671,795,445,700,2360,2213,90,221,671,0,0,0,0,8711,1335,360,300,1234,308,805,640,256,2940,1514,1,2
958,5725,788,188,150,712,361,130,210,128,718,82,150,730,361,0,0,0,0,11517,227,125,240,292,800,860,748,128,3960,336,1,2
959,6124,95,83,150,104,727,400,129,128,0,0,0,0,0,0,0,0,0,2497,1005,519,90,521,700,970,642,196,3780,529,2,2
960,5161,85,117,180,89,256,140,190,281,172,63,90,154,257,438,398,180,0,12401,740,296,240,635,281,385,122,128,3960,3721,1,1
961,8123,506,331,150,275,308,620,591,128,0,0,0,0,0,0,0,0,0,12721,1901,913,90,1018,128,1130,645,441,3780,10203,2,3
962,1477,820,281,300,793,349,760,607,798,0,0,0,0,0,0,0,0,0,10225,1383,1372,240,217,798,740,584,815,2880,12940,1,1
963,9602,3217,2909,90,341,299,820,508,700,0,0,0,0,0,0,0,0,0,2420,3466,3263,90,400,476,1910,1545,700,3780,13500,2,1
964,1725,70,30,150,144,128,830,123,134,210,192,150,112,128,0,0,0,0,11119,30,33,155,91,134,90,66,610,3380,0,2,1
965,2783,79,97,150,74,166,130,142,128,1669,1388,240,480,815,0,0,0,0,9765,416,468,270,158,216,445,628,571,347,5776,1,2
966,8725,1012,426,240,779,134,445,229,815,0,0,0,0,0,0,0,0,0,2592,1104,84,240,1202,815,780,779,609,7680,831,2,2
967,8293,733,380,90,373,538,950,565,700,193,140,180,164,476,0,0,0,0,4091,232,55,240,360,815,285,226,485,5160,1463,1,1
968,5231,1006,480,150,619,485,400,134,815,1097,187,180,1030,597,1495,1458,300,0,10553,30,43,240,169,815,285,157,485,5160,550,1,2
969,10865,1033,61,240,1153,815,750,458,299,1064,67,240,1182,815,0,0,0,0,14184,1289,735,90,584,299,820,488,700,3780,233,1,3
970,8376,244,50,165,368,815,910,622,413,1134,49,165,1205,128,0,0,0,0,6030,2676,2443,150,345,413,700,696,128,4230,1333,2,2
971,2040,890,588,240,482,658,1020,887,349,0,0,0,0,0,0,0,0,0,12906,2180,2087,90,118,671,820,630,700,3780,2633,2,2
972,9372,121,39,150,174,614,455,177,815,154,87,150,162,614,1080,231,180,0,4215,460,45,240,597,815,255,192,610,5160,263,2,1
973,5643,2767,1588,240,1390,411,850,960,128,179,149,150,125,166,1942,1326,90,0,14009,905,266,240,834,128,960,711,476,4020,1256,1,3
974,14616,761,509,180,372,128,265,147,815,0,0,0,0,0,0,0,0,0,2973,1009,85,135,998,815,665,655,431,5370,13303,1,3
975,7927,1747,282,90,1495,281,1420,1236,700,16447,15736,90,749,635,1485,1193,90,0,14411,631,512,90,172,700,845,529,628,3780,422,1,1
976,9921,48,15,135,112,815,385,161,770,83,49,135,113,815,0,0,0,0,3891,216,318,150,163,770,205,321,256,1520,993,1,3
977,4870,397,64,300,570,609,820,637,815,0,0,0,0,0,0,0,0,0,8373,4294,2766,120,1588,236,420,188,815,5160,658,1,2
978,1623,4659,4318,230,499,398,575,599,349,229,39,180,333,485,2501,1905,180,0,11956,1389,1292,780,831,349,1160,949,597,665,15602,2,1
979,99,1645,1165,300,748,671,1045,919,609,0,0,0,0,0,0,0,0,0,8042,3054,2919,240,321,609,765,528,128,3960,349,1,3
980,8730,1011,56,90,988,815,1220,1014,700,0,0,0,0,0,0,0,0,0,6367,832,379,90,484,700,1285,939,485,3780,168,2,1
981,10172,1391,414,240,1170,815,995,948,671,359,110,240,445,398,0,0,0,0,4405,4721,4564,90,199,671,820,620,700,3780,10560,1,1
982,10438,163,88,240,274,815,190,153,233,0,0,0,0,0,0,0,0,0,13836,36283,35315,90,1010,233,1395,1143,700,3780,29,2,2
983,8075,13205,4212,180,498,371,1330,1679,256,1268,574,240,1043,789,0,0,0,0,6484,1970,794,90,2293,233,1375,1154,700,3780,315,2,1
984,2857,2589,1976,180,733,671,930,937,349,0,0,0,0,0,0,0,0,0,12744,1184,781,780,1149,349,1162,911,144,533,1500,2,2
985,8509,1190,321,90,899,256,1240,1053,700,1615,1234,90,405,456,1227,233,90,0,6539,1869,1299,90,623,700,1310,914,128,3780,460,1,1
986,13148,902,674,90,260,700,800,409,671,1414,797,90,646,700,1287,671,90,0,830,2304,2150,90,310,671,795,619,700,3780,20280,1,3
987,9435,156,54,150,192,614,455,207,815,237,138,150,192,431,117,55,240,0,3461,185,185,240,187,815,295,216,527,5100,199,2,3
988,14215,2041,1718,90,353,299,825,592,700,148,47,240,283,815,0,0,0,0,13603,373,264,360,409,153,1259,885,349,635,726,1,3
989,4026,1119,180,240,1125,815,930,832,476,439,43,240,601,128,2579,48,240,0,214,468,252,360,457,476,985,1050,815,6060,3388,2,2
990,6580,360,195,90,186,700,1855,1403,281,1239,1084,150,245,614,145,77,150,0,12354,250,142,150,193,281,540,137,166,2850,782,2,3
991,4265,3429,3145,180,399,809,1235,1055,149,0,0,0,0,0,0,0,0,0,5686,3978,3168,90,851,174,625,281,700,3780,60,1,3
992,5755,1801,1711,840,870,734,1020,672,349,326,17,420,883,349,3824,1600,90,0,7446,1635,1613,300,271,609,695,602,527,1140,1377,2,1
993,12494,493,404,150,179,233,375,146,815,0,0,0,0,0,0,0,0,0,10876,2160,1486,240,885,815,240,127,571,5100,9039,1,3
994,8165,1427,1301,240,321,609,765,625,128,0,0,0,0,0,0,0,0,0,9033,1200,475,240,929,128,765,495,152,3960,109,1,1
995,7238,2235,1211,150,1127,349,175,195,238,154,97,150,164,128,145,71,150,0,5465,939,325,180,769,238,255,201,128,4140,4282,1,1
996,8133,1114,1008,150,215,349,50,124,815,1033,476,150,673,349,0,0,0,0,7110,118,57,240,244,783,255,132,815,4890,250,2,3
997,8827,1223,179,90,1074,815,1220,1038,700,687,313,90,439,431,3247,2979,90,0,13131,1117,399,90,745,700,625,224,174,3780,1624,2,2
998,10133,1385,546,90,866,281,1200,1108,700,761,513,90,281,456,1450,808,90,0,3568,1354,1032,90,365,700,695,227,561,3780,11563,1,3
999,6491,941,418,90,555,700,1270,1003,281,364,233,240,335,490,0,0,0,0,7947,655,142,90,531,281,1360,1276,700,3840,129,1,3
1000,4073,1175,376,240,994,815,740,805,206,1572,1452,90,184,671,1899,1663,90,0,13918,2684,2410,90,389,206,805,462,700,3780,8029,1,2
1001,7647,167,61,150,203,815,155,131,128,0,0,0,0,0,0,0,0,0,345,991,47,165,1065,128,1035,772,413,3960,208,1,3
1002,7315,1459,0,300,291,798,685,501,485,2103,1830,90,335,700,0,0,0,0,6036,8923,8113,180,950,485,885,993,149,6960,3232,1,1
1003,6505,872,141,150,832,349,145,166,128,193,45,240,1797,445,1258,31,240,0,3725,1366,1278,180,254,128,260,138,815,4860,1158,2,2
1004,12719,1911,325,90,1602,128,1635,1369,700,0,0,0,0,0,0,0,0,0,3605,4824,4416,90,479,700,905,507,597,3780,3729,2,3
1005,9652,1084,518,420,1009,349,1240,929,671,0,0,0,0,0,0,0,0,0,3077,2234,2116,90,146,671,820,414,700,3780,1197,1,1
1006,8584,1490,1083,240,599,431,750,1461,128,598,197,240,658,134,1111,226,300,0,12697,1327,435,90,948,128,1230,940,700,3780,652,2,1
1007,766,225,195,300,306,555,1845,691,356,1645,1199,300,719,555,0,0,0,0,919,1465,1395,300,393,356,830,749,555,1560,516,1,3
1008,10276,145,167,180,91,485,160,278,610,1142,203,180,1059,597,654,149,240,0,9337,234,105,150,245,610,240,163,571,895,50,1,2
1009,9971,4807,4231,90,594,187,750,596,700,2651,2142,90,538,128,0,0,0,0,14254,2176,1175,90,1034,700,1330,1075,485,3780,1608,1,3
1010,4356,2335,2067,90,308,671,795,566,700,550,515,300,307,371,0,0,0,0,8016,13250,10850,300,2688,308,840,763,371,1560,24,1,2
1011,372,1139,213,180,1046,597,1055,853,815,0,0,0,0,0,0,0,0,0,2925,1325,136,240,1391,815,995,829,671,4680,168,1,2
1012,11203,499,698,420,187,485,395,138,815,0,0,0,0,0,0,0,0,0,3760,1349,84,240,1447,815,620,586,216,6360,680,1,1
1013,2945,1022,92,240,1116,815,750,447,299,5450,4445,300,1257,609,0,0,0,0,8215,2037,581,300,1701,299,815,886,815,7680,147,1,1
1014,79,2390,1609,300,1069,789,1050,887,128,0,0,0,0,0,0,0,0,0,7293,2735,928,180,1974,527,895,688,149,6660,610,2,2
1015,5136,6423,5950,420,847,349,1079,847,456,0,0,0,0,0,0,0,0,0,290,945,142,240,987,456,1030,781,128,3960,779,2,1
1016,4986,167,28,150,229,431,795,505,815,1104,153,180,1071,597,0,15,300,0,3931,6282,5741,240,731,815,830,826,174,5400,2717,2,1
1017,2115,4140,3011,90,1153,700,860,443,413,1550,41,165,1629,236,0,0,0,0,9486,3458,3089,90,401,413,855,602,700,3780,25,1,3
1018,10731,993,78,240,1101,815,995,874,671,0,0,0,0,0,0,0,0,0,2841,2413,1728,180,875,671,930,861,349,550,2337,2,2
1019,2882,764,503,180,442,671,930,898,349,1816,1274,230,707,398,0,0,0,0,3102,1574,514,420,1381,349,900,738,783,1454,1916,1,1
1020,2745,430,78,180,452,391,660,414,281,649,403,426,614,134,0,0,0,0,7353,1051,26,165,1075,281,885,712,413,3960,374,2,2
1021,12367,839,425,210,569,233,375,174,815,126,46,240,256,476,237,69,180,0,10548,1105,160,240,1143,815,760,690,609,7740,1194,1,2
1022,1155,722,520,90,222,456,880,546,700,1146,776,90,395,485,1499,173,90,0,6351,2254,1680,90,629,700,815,635,206,3780,27120,1,3
1023,588,297,229,540,680,411,795,770,349,1015,429,240,826,815,957,719,400,0,3027,258,106,270,395,349,1160,1010,597,695,6854,1,3
1024,13057,1189,866,240,924,485,355,160,281,110,66,150,194,391,1379,340,90,0,7350,2747,44,165,2753,281,885,712,413,3960,301,1,3
1025,10772,175,78,240,279,815,215,179,128,1662,1547,240,335,371,0,0,0,0,8862,119,17,240,306,128,960,695,597,3960,204,1,3
1026,5692,2861,2786,240,260,411,850,640,128,139,119,135,96,815,354,269,120,0,13147,2076,1420,150,749,485,100,76,815,4740,1015,1,2
1027,10267,1280,1178,240,304,403,1195,1019,809,2198,1984,240,415,134,0,0,0,0,11662,355,0,240,555,809,725,760,128,3960,2485,2,3
1028,8182,1109,608,150,591,349,350,90,815,182,83,150,184,281,797,300,210,0,3994,445,276,240,284,815,630,578,349,5700,5961,2,2
1029,628,615,515,180,220,151,660,290,308,1029,77,240,1152,815,0,0,0,0,12068,252,176,220,256,597,880,905,349,374,1790,2,3
1030,3560,160,27,240,329,815,285,208,485,0,0,0,0,0,0,0,0,0,5361,9232,8307,180,1060,485,885,682,149,6960,16020,2,2
1031,12617,867,107,90,786,257,575,261,700,144,43,240,282,476,129,24,150,0,10917,1511,1167,240,581,815,245,260,349,5250,579,2,1
1032,776,1239,660,180,840,671,920,964,349,934,536,360,698,700,0,0,0,0,12290,4547,2172,420,2721,349,790,433,484,1315,1695,1,3
1033,6883,1089,527,180,682,349,740,561,815,980,228,240,947,281,0,0,0,0,3918,1347,153,240,1374,815,890,833,597,5160,86473,1,2
1034,366,1006,164,180,962,597,1055,904,815,181,131,150,137,614,0,0,0,0,9905,707,102,240,795,815,215,162,774,5690,3176,1,2
1035,4490,197,45,240,355,815,280,229,485,49,25,135,101,815,225,47,135,0,14508,1370,964,90,467,485,1250,907,700,3780,0,1,2
1036,10768,1017,50,240,1153,815,995,872,671,2774,2031,90,802,700,1352,589,90,0,3124,2167,1813,90,727,671,815,682,700,3780,1459,1,3
1037,14454,3758,3036,90,758,700,1270,815,281,180,32,150,256,128,0,0,0,0,12423,768,147,150,722,281,115,151,128,4290,163,2,3
1038,9529,188,165,150,113,614,455,179,815,533,116,180,548,216,873,111,240,0,4165,351,62,240,466,815,240,233,349,5250,30740,2,2
1039,5054,1080,308,150,862,597,1050,812,815,0,0,0,0,0,0,0,0,0,10770,140,22,240,304,815,290,166,485,5160,11641,1,3
1040,8456,7391,6997,120,389,236,390,205,815,923,192,300,961,326,0,0,0,0,5476,190,405,420,154,441,945,764,815,6060,24096,1,1
1041,5239,716,21,150,799,770,385,152,128,2831,471,90,2423,153,0,0,0,0,58,2388,1576,300,1102,789,1050,1286,128,3960,1467,2,2
1042,12057,551,165,660,888,349,1291,680,128,1074,660,180,1554,671,0,0,0,0,9583,2208,1054,90,1187,299,820,654,700,3780,1710,2,2
1043,1484,2570,1511,90,1088,815,1210,943,700,1368,445,90,967,815,2516,2209,90,0,6449,2265,1871,90,426,700,920,869,538,3780,882,2,2
1044,4173,220,56,240,357,815,285,290,153,0,0,0,0,0,0,0,0,0,693,2528,1502,90,1076,153,1375,1192,700,3780,661,1,3
1045,262,351,98,240,433,609,825,672,815,630,25,180,735,256,0,0,0,0,3916,1282,69,240,1436,815,760,622,579,5160,9845,2,1
1046,9355,176,63,150,202,614,455,166,815,4309,4174,150,239,233,0,0,0,0,4207,137,32,135,187,815,295,200,527,5100,108,1,2
1047,385,1164,173,180,1111,597,1055,836,815,3296,74,150,3312,431,182,76,150,0,4632,286,81,240,390,815,285,239,153,5160,5378,1,2
1048,5124,684,446,135,157,431,535,482,256,733,266,150,577,524,4280,3323,300,0,7509,603,549,180,205,256,212,176,783,393,19,1,3
1049,6269,3634,3297,90,378,700,1315,1146,256,0,0,0,0,0,0,0,0,0,8205,1526,294,240,1428,256,1790,1374,662,2940,454,1,3
1050,6818,564,344,90,273,700,1240,990,815,0,0,0,0,0,0,0,0,0,10996,70,64,240,180,815,245,201,349,5250,615,1,1
1051,9100,101,35,240,176,727,2700,2469,128,1803,1060,90,738,485,813,88,150,0,6526,4731,3919,90,859,700,585,143,257,3780,2991,1,1
1052,1695,121,22,150,226,128,890,272,134,42,88,240,140,128,45,18,150,0,10964,395,290,150,192,134,90,96,610,3415,782,1,3
1053,2547,1036,1090,300,208,256,700,527,431,635,627,170,118,134,0,0,0,0,1846,729,43,90,751,431,1745,1479,700,3780,32,1,3
1054,1903,1845,1489,90,387,431,1745,1459,700,0,0,0,0,0,0,0,0,0,8775,4843,2396,90,2493,700,690,194,395,3780,3153,1,2
1055,14036,5994,5248,240,943,128,860,674,628,1336,388,150,1060,485,0,0,0,0,1647,1184,248,180,1056,628,690,770,349,550,5152,1,1
1056,10436,764,51,240,895,815,290,221,485,50,20,135,115,815,81,35,135,0,12692,325,122,180,355,485,885,704,149,6680,29,1,2
1057,2831,25,32,180,123,166,220,143,128,1379,291,240,1276,815,1148,539,180,0,12170,1152,1030,180,282,671,930,840,349,550,1935,1,3
1058,1198,3807,3642,90,191,520,735,461,700,1265,544,90,815,527,0,0,0,0,9090,2116,1568,150,660,700,840,922,128,4230,1423,1,3
1059,930,4527,42,165,4605,236,1075,858,413,1709,53,165,1806,815,0,0,0,0,7160,2483,1497,300,1255,413,970,827,128,3960,1459,2,2
1060,1454,1486,232,90,1282,815,1210,996,700,1333,344,90,1022,815,0,0,0,0,9240,1222,564,90,694,700,940,598,196,3780,554,2,2
1061,2804,1099,362,150,837,166,135,162,128,0,0,0,0,0,0,0,0,0,242,310,355,300,206,667,840,234,555,2075,0,1,2
1062,259,189,144,240,218,476,975,720,815,0,0,0,0,0,0,0,0,0,9798,1468,82,240,1569,815,780,714,609,7680,6598,2,1
1063,11556,1563,568,180,1133,609,697,678,571,8016,6257,180,1879,484,1182,582,240,0,10028,294,240,180,178,571,820,672,149,6680,1356,1,1
1064,7002,2380,2268,150,211,128,115,103,727,5789,5598,650,781,411,721,83,150,0,13875,1030,1043,120,47,727,210,175,485,2880,580,1,3
1065,13986,1297,935,240,556,128,970,744,456,2094,543,420,1923,349,0,0,0,0,1183,1393,441,90,974,456,880,505,700,3780,3969,1,3
1066,5228,645,300,150,441,485,400,135,815,2083,1646,210,588,233,84,84,150,0,4088,1200,179,240,1213,815,760,739,609,7680,119,2,2
1067,11973,7756,866,90,6926,349,1215,842,700,2993,1365,90,1663,815,742,459,90,0,8403,8660,8582,90,112,113,1130,698,700,3780,534,1,3
1068,9380,76,80,150,86,614,455,202,815,198,48,150,240,614,0,0,0,0,4489,137,83,135,132,815,295,210,485,5160,114,1,3
1069,10769,2344,19,420,2738,349,1749,1712,201,0,0,0,0,0,0,0,0,0,8471,1246,1131,150,220,201,130,144,221,550,1869,1,2
1070,135,1418,1071,300,594,609,825,685,815,1460,400,300,1300,809,965,237,240,0,10316,673,240,240,614,815,380,213,524,5460,73,1,1
